Date de Scoring,Identifiant Bloomberg Company,ISSUER_EQUITY_TICKER,Nom de l'émetteur,Identifiant sous industrie GICS,Groupe Industrie GICS,Pays,Score ESG brut
2 avr. 2025,100949,6752 JP,Panasonic Holdings Corp,25201010,Consumer Durables & Apparel,JP,13.47961678
2 avr. 2025,100950,MAT US,Mattel Inc.,25202010,Consumer Durables & Apparel,US,10.81538026
2 avr. 2025,100955,MBI US,MBIA Inc.,40301040,Insurance,US,4.423179488
2 avr. 2025,100960,MCD US,McDonald's Corp.,25301040,Consumer Services,US,6.265256793
2 avr. 2025,100962,SPGI US,S&P Global Inc.,40203040,Diversified Financials,US,15.30815157
2 avr. 2025,100965,MDC US,MDC Holdings Inc,25201030,Consumer Durables & Apparel,US,6.420324687
2 avr. 2025,10096721,2461 JP,FAN Communications Inc,50201010,Media & Entertainment,JP,2.32534094
2 avr. 2025,100972,MDT US,Medtronic Plc,35101010,Healthcare Equipment & Services,IE,11.3225918
2 avr. 2025,10097353,SFL IM,Safilo Group SpA,25203010,Consumer Durables & Apparel,IT,8.736406149
2 avr. 2025,10097481,PERI US,Perion Network Ltd,50201010,Media & Entertainment,IL,5.151340519
2 avr. 2025,100976,CVS US,CVS Health Corp,35102015,Healthcare Equipment & Services,US,9.96958032
2 avr. 2025,100978,MRK US,Merck & Co Inc,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",US,17.3741552
2 avr. 2025,100991,MTG US,MGIC Investment Corp.,40301030,Insurance,US,8.683354172
2 avr. 2025,100992,MGM US,MGM Resorts International,25301010,Consumer Services,US,9.218492293
2 avr. 2025,10099250,064550 KS,BIONEER Corp.,35201010,"Pharmaceuticals, Biotechnology & Life Sciences",KR,4.500540071
2 avr. 2025,10099378,8979 JP,Starts Proceed Investment Corp.,60101010,Real Estate,JP,3.9419885
2 avr. 2025,100995,MU US,Micron Technology Inc.,45301020,Semiconductors & Semiconductor Equipment,US,11.75863359
2 avr. 2025,10099678,TIP IM,Tamburi Investment Partners SpA,40203010,Diversified Financials,IT,9.063216107
2 avr. 2025,100997,2454Q US,MidAmerican Energy Co,55101010,Utilities,US,5.016998729
2 avr. 2025,101000,ALE US,ALLETE Inc.,55101010,Utilities,US,8.164744171
2 avr. 2025,101001,MMM US,3M Co.,20105010,Capital Goods,US,10.30463227
2 avr. 2025,101005,8315 JP,,,,,13.69952477
2 avr. 2025,101021,MSI US,Motorola Solutions Inc.,45201020,Technology Hardware & Equipment,US,13.61231919
2 avr. 2025,101022,MLI US,Mueller Industries Inc.,20106020,Capital Goods,US,10.87998036
2 avr. 2025,101024,MUR US,Murphy Oil Corp.,10102020,Energy,US,13.54571684
2 avr. 2025,101028,MYL US,Mylan NV,,,,14.04548341
2 avr. 2025,101029,NC US,NACCO Industries Inc,10102050,Energy,US,4.96975082
2 avr. 2025,101032,BAC US,Bank of America Corp.,40101010,Banks,US,11.02903342
2 avr. 2025,10103341,AGL AU,AGL Energy Ltd.,55103010,Utilities,AU,10.06717207
2 avr. 2025,101034,NAB AU,National Australia Bank Ltd.,40101010,Banks,AU,14.42799982
2 avr. 2025,101039,NFG US,National Fuel Gas Co,55102010,Utilities,US,7.926160263
2 avr. 2025,101040,9980328D US,Laboratory Corp of America Holdings,35102015,Healthcare Equipment & Services,US,11.05321486
2 avr. 2025,101041,NHI US,National Health Investors Inc,60101050,Real Estate,US,2.888494151
2 avr. 2025,101044,THC US,Tenet Healthcare Corp.,35102020,Healthcare Equipment & Services,US,11.68752893
2 avr. 2025,101046,NPK US,National Presto Industries Inc.,20101010,Capital Goods,US,3.835069586
2 avr. 2025,101051,NWB LN,National Westminster Bank PLC,,,,10.31958857
2 avr. 2025,101052,NAV US,Navistar International Corp.,20106010,Capital Goods,US,8.639705635
2 avr. 2025,101061,NJR US,New Jersey Resources Corp.,55102010,Utilities,US,8.83377624
2 avr. 2025,101064,AGR US,Avangrid Inc,55103010,Utilities,US,11.01075892
2 avr. 2025,101065,NWL US,Newell Brands Inc.,25201050,Consumer Durables & Apparel,US,9.666677114
2 avr. 2025,101068,NEM US,Newmont Corp.,15104030,Materials,US,13.86416033
2 avr. 2025,10106947,TX US,Ternium SA,15104050,Materials,LU,8.851891517
2 avr. 2025,101073,NKE US,NIKE Inc.,25203020,Consumer Durables & Apparel,US,9.33783859
2 avr. 2025,101074,NI US,NiSource Inc.,55103010,Utilities,US,12.56711353
2 avr. 2025,101075,NL US,NL Industries Inc.,20201060,Commercial & Professional Services,US,4.250095294
2 avr. 2025,101076,NBL US,Noble Energy Inc.,10102020,Energy,US,10.30413034
2 avr. 2025,101078,NSC US,Norfolk Southern Corp.,20304010,Transportation,US,11.07658583
2 avr. 2025,101079,NHY NO,Norsk Hydro ASA,15104010,Materials,NO,13.6127525
2 avr. 2025,10108180,AKE FP,Arkema SA,15101050,Materials,FR,11.39472632
2 avr. 2025,101086,ES US,Eversource Energy,55101010,Utilities,US,12.84790232
2 avr. 2025,101090,NOC US,Northrop Grumman Corp.,20101010,Capital Goods,US,12.27992857
2 avr. 2025,101092,WFC US,Wells Fargo & Co.,40101010,Banks,US,6.468105431
2 avr. 2025,101095,NOVOB DC,Novo Nordisk A/S,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",DK,12.04059872
2 avr. 2025,101097,NUE US,Nucor Corp.,15104050,Materials,US,7.638977406
2 avr. 2025,101106,OXY US,Occidental Petroleum Corp.,10102010,Energy,US,12.50056715
2 avr. 2025,101107,OII US,Oceaneering International Inc.,10101020,Energy,US,9.298102718
2 avr. 2025,101115,OGE US,OGE Energy Corp.,55101010,Utilities,US,12.81522894
2 avr. 2025,101116,ORI US,Old Republic International Corp.,40301040,Insurance,US,6.031186088
2 avr. 2025,101117,OLN US,Olin Corp,15101010,Materials,US,7.798648915
2 avr. 2025,101120,OMC US,Omnicom Group Inc.,50201010,Media & Entertainment,US,10.48181172
2 avr. 2025,101122,OKE US,ONEOK Inc.,10102040,Energy,US,11.04773188
2 avr. 2025,101134,OMI US,Owens & Minor Inc.,35102010,Healthcare Equipment & Services,US,10.31784325
2 avr. 2025,101136,8765432D US,,,,,9.591358681
2 avr. 2025,101137,OXM US,Oxford Industries Inc.,25203010,Consumer Durables & Apparel,US,6.430024497
2 avr. 2025,101139,PCG US,PG&E Corp,55101010,Utilities,US,12.75851605
2 avr. 2025,101142,PPW US,PacifiCorp,55101010,Utilities,US,5.19244494
2 avr. 2025,101145,PAR US,PAR Technology Corp.,45203010,Technology Hardware & Equipment,US,8.235208909
2 avr. 2025,101147,PKE US,Park Aerospace Corp,20101010,Capital Goods,US,3.968009072
2 avr. 2025,101149,PH US,Parker-Hannifin Corp.,20106020,Capital Goods,US,11.33151303
2 avr. 2025,101152,AFG US,American Financial Group Inc,40301040,Insurance,US,5.321158331
2 avr. 2025,101153,PPL US,PPL Corp.,55101010,Utilities,US,11.50874291
2 avr. 2025,101158,PEP US,PepsiCo Inc,30202030,"Food, Beverage & Tobacco",US,14.85410122
2 avr. 2025,101166,PFE US,Pfizer Inc.,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",US,14.1442922
2 avr. 2025,101170,EXC US,Exelon Corp,55101010,Utilities,US,11.80253198
2 avr. 2025,101171,WTRG US,Essential Utilities Inc,55104010,Utilities,US,10.25196559
2 avr. 2025,101172,MO US,Altria Group Inc.,30203010,"Food, Beverage & Tobacco",US,10.69358136
2 avr. 2025,101173,PHIA NA,Koninklijke Philips NV,35101010,Healthcare Equipment & Services,NL,12.57116426
2 avr. 2025,101174,COP US,ConocoPhillips,10102020,Energy,US,11.75389082
2 avr. 2025,101175,PVH US,PVH Corp.,25203010,Consumer Durables & Apparel,US,11.08722722
2 avr. 2025,101177,PHM US,PulteGroup Inc.,25201030,Consumer Durables & Apparel,US,8.866473051
2 avr. 2025,101181,PPC US,Pilgrim's Pride Corp.,30202030,"Food, Beverage & Tobacco",US,6.86233551
2 avr. 2025,101183,PNW US,Pinnacle West Capital Corp.,55101010,Utilities,US,11.11226391
2 avr. 2025,101187,PBI US,Pitney Bowes Inc.,20201060,Commercial & Professional Services,US,10.45841136
2 avr. 2025,101188,BCO US,The Brink's Co.,20201080,Commercial & Professional Services,US,8.985088203
2 avr. 2025,101193,PNC US,The PNC Financial Services Group Inc,40101010,Banks,US,9.360070041
2 avr. 2025,101202,PCH US,PotlatchDeltic Corp,15105010,Materials,US,10.24974533
2 avr. 2025,101203,119240Q US,Potomac Electric Power Co.,55101010,Utilities,US,12.72719237
2 avr. 2025,101204,PPG US,PPG Industries Inc.,15101050,Materials,US,13.73542864
2 avr. 2025,10120401,EML AU,EML Payments Ltd.,45102020,Software & Services,AU,8.869962641
2 avr. 2025,101205,1922150D US,,,,,12.95311909
2 avr. 2025,101206,PCP US,Precision Castparts Corp.,20101010,Capital Goods,US,5.262452687
2 avr. 2025,101214,C US,Citigroup Inc.,40101010,Banks,US,12.69275351
2 avr. 2025,101215,PG US,Procter & Gamble Co,30301010,Household & Personal Products,US,11.07444817
2 avr. 2025,101216,PGR US,Progressive Corp.,40301040,Insurance,US,10.9649317
2 avr. 2025,101224,PEG US,Public Service Enterprise Group Inc.,55103010,Utilities,US,10.31279216
2 avr. 2025,101225,TXNM US,TXNM Energy Inc,55101010,Utilities,US,6.637459334
2 avr. 2025,101228,PSD US,Puget Energy Inc.,55103010,Utilities,US,8.917333461
2 avr. 2025,101240,RJF US,Raymond James Financial Inc,40203020,Diversified Financials,US,9.128191851
2 avr. 2025,101254,REP SM,Repsol SA,10102010,Energy,ES,12.46861677
2 avr. 2025,101263,AVE FP,,,,,12.96085788
2 avr. 2025,101265,RVW US,,,,,12.3545151
2 avr. 2025,101269,RHI US,Robert Half Inc,20202010,Commercial & Professional Services,US,11.36973229
2 avr. 2025,101279,ROL US,Rollins Inc,20201050,Commercial & Professional Services,US,6.465743057
2 avr. 2025,10127928,BVIC LN,Britvic Plc,30201030,"Food, Beverage & Tobacco",GB,12.17884564
2 avr. 2025,10128160,ZEAL DC,Zealand Pharma A/S,35201010,"Pharmaceuticals, Biotechnology & Life Sciences",DK,8.785502467
2 avr. 2025,101284,RES US,RPC Inc.,10101020,Energy,US,9.784909211
2 avr. 2025,101285,2516987D US,RPT Realty,60101010,Real Estate,US,8.378116227
2 avr. 2025,101286,RIO LN,Rio Tinto,15104020,Materials,AU,10.18739412
2 avr. 2025,101291,R US,Ryder System Inc.,20304020,Transportation,US,15.9869666
2 avr. 2025,10130161,ETI NL,Ecobank Transnational Inc.,40101010,Banks,TG,13.35672295
2 avr. 2025,10130477,HSTN LN,,,,,10.64502862
2 avr. 2025,10130877,BRES QD,Barwa Real Estate Co,60102010,Real Estate,QA,2.099036202
2 avr. 2025,101315,EIX US,Edison International,55101010,Utilities,US,11.50510701
2 avr. 2025,101316,3177Q US,,,,,9.364958395
2 avr. 2025,10131726,4975 JP,JCU Corp.,15101050,Materials,JP,6.461305262
2 avr. 2025,101318,SLB US,Schlumberger Ltd,10101020,Energy,US,12.71465837
2 avr. 2025,101319,SCHW US,The Charles Schwab Corp.,40203020,Diversified Financials,US,13.093322
2 avr. 2025,101325,SSP US,The EW Scripps Co,50201020,Media & Entertainment,US,9.082146381
2 avr. 2025,10132742,AVXL US,Anavex Life Sciences Corp.,35201010,"Pharmaceuticals, Biotechnology & Life Sciences",US,3.917089145
2 avr. 2025,101334,SCI US,Service Corp. International,25302020,Consumer Services,US,10.82112032
2 avr. 2025,101341,SHW US,The Sherwin-Williams Co.,15101050,Materials,US,11.18898662
2 avr. 2025,10134379,ABUS US,Arbutus Biopharma Corp.,35201010,"Pharmaceuticals, Biotechnology & Life Sciences",US,6.925831601
2 avr. 2025,101352,SKY US,Champion Homes Inc,25201030,Consumer Durables & Apparel,US,6.363334338
2 avr. 2025,101359,SJM US,The J. M. Smucker Co.,30202030,"Food, Beverage & Tobacco",US,12.53289944
2 avr. 2025,101360,SNA US,Snap-On Inc.,20106020,Capital Goods,US,8.671567994
2 avr. 2025,101365,6758 JP,Sony Group Corp.,25201010,Consumer Durables & Apparel,JP,13.56154845
2 avr. 2025,101368,SJI US,South Jersey Industries Inc,55102010,Utilities,US,7.893072584
2 avr. 2025,10136923,95 HK,LVGEM (China) Real Estate Investment Co. Ltd.,60102030,Real Estate,HK,8.958379984
2 avr. 2025,101370,SO US,The Southern Co,55101010,Utilities,US,9.100457828
2 avr. 2025,101372,TFC US,Truist Financial Corp.,40101015,Banks,US,11.48642797
2 avr. 2025,101374,LUV US,Southwest Airlines Co.,20302010,Transportation,US,9.317767436
2 avr. 2025,10137463,8420224Z LX,,,,,13.35625378
2 avr. 2025,101375,9999666D US,Southwest Gas Corp.,55102010,Utilities,US,5.633379838
2 avr. 2025,101376,T US,AT&T Inc,50101020,Telecommunication Services,US,10.81415283
2 avr. 2025,101387,JOE US,The St. Joe Co.,60102010,Real Estate,US,4.927554827
2 avr. 2025,101388,TRV US,The Travelers Cos. Inc.,40301040,Insurance,US,10.98761611
2 avr. 2025,101392,SMP US,Standard Motor Products Inc.,25101010,Automobiles & Components,US,11.37599684
2 avr. 2025,101395,SXI US,Standex International Corp.,20106020,Capital Goods,US,10.68026495
2 avr. 2025,101397,SWK US,Stanley Black & Decker Inc.,20106020,Capital Goods,US,12.65329515
2 avr. 2025,101404,SF US,Stifel Financial Corp.,40203020,Diversified Financials,US,8.993967431
2 avr. 2025,10140585,2307708D GR,Cliq Digital AG,45103010,Software & Services,DE,2.39603731
2 avr. 2025,10141025,3487340Z NO,Eika Boligkreditt AS,40102010,Banks,NO,7.218943851
2 avr. 2025,101414,RGR US,Sturm Ruger & Co. Inc.,20101010,Capital Goods,US,3.754794965
2 avr. 2025,101425,SUP US,Superior Industries International Inc.,25101010,Automobiles & Components,US,10.84556481
2 avr. 2025,10142668,405 HK,Yuexiu Real Estate Investment Trust,60101010,Real Estate,HK,9.506389156
2 avr. 2025,10142748,085660 KS,Cha Biotech Co Ltd,35102020,Healthcare Equipment & Services,KR,3.018207139
2 avr. 2025,101431,SNV US,Synovus Financial Corp.,40101015,Banks,US,7.885902527
2 avr. 2025,10143164,LRE LN,Lancashire Holdings Ltd.,40301040,Insurance,BM,6.222826282
2 avr. 2025,101433,SYY US,Sysco Corp.,30101020,Food & Staples Retailing,US,11.90802419
2 avr. 2025,10143332,CPA US,Copa Holdings SA,20302010,Transportation,PA,9.629523745
2 avr. 2025,10143384,YANSAB AB,Yanbu National Petrochemical Co.,15101010,Materials,SA,6.202570454
2 avr. 2025,101442,6762 JP,TDK Corp.,45203015,Technology Hardware & Equipment,JP,14.70901346
2 avr. 2025,101447,SPK NZ,Spark New Zealand Ltd,50101020,Telecommunication Services,NZ,9.074847171
2 avr. 2025,10144933,0533858D NA,,,,,7.477490285
2 avr. 2025,101450,TEF SM,Telefónica SA,50101020,Telecommunication Services,ES,10.39840364
2 avr. 2025,101454,TER US,Teradyne Inc.,45301010,Semiconductors & Semiconductor Equipment,US,10.61418003
2 avr. 2025,10145405,CHR CN,Chorus Aviation Inc.,20302010,Transportation,CA,9.616066804
2 avr. 2025,101455,TEX US,Terex Corp.,20106010,Capital Goods,US,10.06957109
2 avr. 2025,101460,TXN US,Texas Instruments Incorporated,45301020,Semiconductors & Semiconductor Equipment,US,12.86651544
2 avr. 2025,101464,TXT US,Textron Inc.,20101010,Capital Goods,US,11.72305519
2 avr. 2025,101466,TMO US,Thermo Fisher Scientific Inc.,35203010,"Pharmaceuticals, Biotechnology & Life Sciences",US,9.990745617
2 avr. 2025,101471,THO US,Thor Industries Inc.,25102010,Automobiles & Components,US,9.946491447
2 avr. 2025,101472,TDW US,Tidewater Inc.,10101020,Energy,US,10.36000052
2 avr. 2025,101473,2078185D US,Tiffany & Co.,25203010,Consumer Durables & Apparel,US,10.45438981
2 avr. 2025,101477,TKR US,The Timken Co.,20106020,Capital Goods,US,11.77183829
2 avr. 2025,101481,TJX US,The TJX Cos. Inc.,25504010,Retailing,US,8.736422563
2 avr. 2025,101486,TOL US,Toll Brothers Inc.,25201030,Consumer Durables & Apparel,US,8.5347439
2 avr. 2025,101487,TR US,Tootsie Roll Industries Inc.,30202030,"Food, Beverage & Tobacco",US,2.774935222
2 avr. 2025,101488,GL US,Globe Life Inc.,40301020,Insurance,US,8.514643955
2 avr. 2025,101489,TTC US,The Toro Co.,20106015,Capital Goods,US,11.62749071
2 avr. 2025,101491,TTE FP,TotalEnergies SE,10102010,Energy,FR,9.8405233
2 avr. 2025,101499,TRP CN,TC Energy Corp.,10102040,Energy,CA,11.44769311
2 avr. 2025,101503,TCI US,Transcontinental Realty Investors Inc.,60102020,Real Estate,US,2.550582881
2 avr. 2025,10150411,3395 JP,Saint Marc Holdings Co. Ltd.,25301040,Consumer Services,JP,5.025806106
2 avr. 2025,10150427,INWI SS,Inwido AB,20102010,Capital Goods,SE,8.332814109
2 avr. 2025,101507,TG US,Tredegar Corp,15104010,Materials,US,7.515560569
2 avr. 2025,101512,TRN US,Trinity Industries Inc.,20106010,Capital Goods,US,10.27004106
2 avr. 2025,10151895,657387Z US,Prime Healthcare Services Inc.,35102020,Healthcare Equipment & Services,US,1.961480542
2 avr. 2025,101520,JCI US,Johnson Controls International Plc,20102010,Capital Goods,IE,13.82276811
2 avr. 2025,101522,TYL US,Tyler Technologies Inc.,45103010,Software & Services,US,8.838936978
2 avr. 2025,101525,UGI US,UGI Corp.,55102010,Utilities,US,9.811115397
2 avr. 2025,10152712,2005 HK,SSY Group Ltd.,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",HK,6.025500037
2 avr. 2025,10152752,002484 CH,Nantong Jianghai Capacitor Co Ltd,20104010,Capital Goods,CN,8.456272852
2 avr. 2025,101532,UNF US,UniFirst Corp.,20201070,Commercial & Professional Services,US,5.946592975
2 avr. 2025,101533,UNAT NA,,,,,9.512132926
2 avr. 2025,101534,ULVR LN,Unilever Plc,30302010,Household & Personal Products,GB,9.512132926
2 avr. 2025,101539,UNP US,Union Pacific Corp.,20304010,Transportation,US,13.28260907
2 avr. 2025,101543,UIS US,Unisys Corp.,45102010,Software & Services,US,15.1739962
2 avr. 2025,101547,UDR US,UDR Inc.,60101010,Real Estate,US,9.059152783
2 avr. 2025,10154770,KREIT SP,Keppel REIT,60101040,Real Estate,SG,11.17149245
2 avr. 2025,101548,UNH US,UnitedHealth Group Inc.,35102030,Healthcare Equipment & Services,US,10.47476284
2 avr. 2025,101555,RTX US,RTX Corp,20101010,Capital Goods,US,12.98942383
2 avr. 2025,101559,SXT US,Sensient Technologies Corp.,15101050,Materials,US,11.70579197
2 avr. 2025,101560,UHS US,Universal Health Services Inc.,35102020,Healthcare Equipment & Services,US,10.48547728
2 avr. 2025,101561,UHT US,Universal Health Realty Income Trust,60101050,Real Estate,US,2.573740053
2 avr. 2025,101564,UVV US,Universal Corp.,30203010,"Food, Beverage & Tobacco",US,8.182814103
2 avr. 2025,10156479,PAR FP,Paris Realty Fund SA,,,,14.12055691
2 avr. 2025,101567,UNM US,Unum Group,40301020,Insurance,US,14.45974082
2 avr. 2025,101569,ACF US,,,,,12.13737586
2 avr. 2025,101581,MRO US,Marathon Oil Corp.,10102020,Energy,US,11.54928567
2 avr. 2025,101582,X US,United States Steel Corp,15104050,Materials,US,11.99920164
2 avr. 2025,101587,VHI US,Valhi Inc.,15101050,Materials,US,4.477999638
2 avr. 2025,10159180,ORNBV FH,Orion Oyj,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",FI,8.068464416
2 avr. 2025,10159184,OKDBV FH,Oriola Corp.,35102010,Healthcare Equipment & Services,FI,15.76323529
2 avr. 2025,101593,VAR US,Varian Medical Systems Inc.,35101010,Healthcare Equipment & Services,US,12.54966307
2 avr. 2025,101595,VTR US,Ventas Inc,60101050,Real Estate,US,13.46869247
2 avr. 2025,10159772,LYV US,Live Nation Entertainment Inc.,50202010,Media & Entertainment,US,8.917347233
2 avr. 2025,101598,VFC US,VF Corp.,25203010,Consumer Durables & Apparel,US,12.14594154
2 avr. 2025,10160069,083450 KS,Global Standard Technology Co. Ltd.,45301010,Semiconductors & Semiconductor Equipment,KR,5.500267646
2 avr. 2025,101601,VSH US,Vishay Intertechnology Inc.,45203015,Technology Hardware & Equipment,US,9.23535145
2 avr. 2025,10160125,088800 KS,Ace Technologies Corp.,45201020,Technology Hardware & Equipment,KR,6.90974418
2 avr. 2025,101605,VOD LN,Vodafone Group Plc,50102010,Telecommunication Services,GB,
2 avr. 2025,101608,VNO US,Vornado Realty Trust,60101040,Real Estate,US,11.11301409
2 avr. 2025,101609,VMC US,Vulcan Materials Co.,15102010,Materials,US,7.105544837
2 avr. 2025,101611,WNC US,Wabash National Corp.,20106010,Capital Goods,US,8.933049821
2 avr. 2025,101616,WMT US,Walmart Inc.,30101030,Food & Staples Retailing,US,10.41700665
2 avr. 2025,101617,WBA US,Walgreens Boots Alliance Inc.,30101010,Food & Staples Retailing,US,13.96294312
2 avr. 2025,10162294,084370 KS,Eugene Technology Co. Ltd.,45301010,Semiconductors & Semiconductor Equipment,KR,4.958954828
2 avr. 2025,101624,GHC US,Graham Holdings Co,25302010,Consumer Services,US,6.377275544
2 avr. 2025,101625,AVA US,Avista Corp.,55103010,Utilities,US,8.958126013
2 avr. 2025,10163042,INFU US,InfuSystem Holdings Inc.,35102015,Healthcare Equipment & Services,US,6.929667093
2 avr. 2025,101634,WMK US,Weis Markets Inc.,30101030,Food & Staples Retailing,US,5.707493747
2 avr. 2025,10163541,TANLA IN,Tanla Platforms Ltd,45103010,Software & Services,IN,11.01037551
2 avr. 2025,101639,WST US,West Pharmaceutical Services Inc,35203010,"Pharmaceuticals, Biotechnology & Life Sciences",US,7.275075348
2 avr. 2025,101641,W CN,Westcoast Energy Inc,10101010,Energy,CA,12.98262212
2 avr. 2025,101643,WDC US,Western Digital Corp.,45202030,Technology Hardware & Equipment,US,12.73489826
2 avr. 2025,101645,AWC AU,Alumina Ltd.,15104010,Materials,AU,11.40943299
